"Date","Description","Transaction Type","Amount","Category","Payment Method","Merchant","Balance"					
"2024-02-17","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","8564.06"
"2024-02-17","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","8548.56"
"2024-02-18","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","8488.56"
"2024-02-18","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","8453.56"
"2024-02-18","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","8413.56"
"2024-02-19","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","9613.56"
"2024-02-19","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","9538.06"
"2024-02-19","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","9493.06"
"2024-02-19","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","9373.06"
"2024-02-20","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","9323.06"
"2024-02-20","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","9318.56"
"2024-02-20","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","9228.56"
"2024-02-21","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","9628.56"
"2024-02-21","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","9588.56"
"2024-02-21","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","9538.56"
"2024-02-22","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","9513.56"
"2024-02-22","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","9413.56"
"2024-02-22","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","9393.56"
"2024-02-23","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","9353.56"
"2024-02-23","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","9333.56"
"2024-02-23","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","10533.56"
"2024-02-24","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","10458.06"
"2024-02-24","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","10413.06"
"2024-02-24","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","10323.06"
"2024-02-25","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","10307.07"
"2024-02-25","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","10277.07"
"2024-02-26","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","10177.07"
"2024-02-26","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","10172.07"
"2024-02-26","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","10136.32"
"2024-02-27","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","10111.32"
"2024-02-27","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","10611.32"
"2024-02-27","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","10571.32"
"2024-02-28","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","10556.32"
"2024-02-28","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","10496.32"
"2024-02-29","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","10471.32"
"2024-02-29","Valentine's Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","10371.32"
"2024-03-01","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","11571.32"
"2024-03-01","Grocery Store","Debit","-70.00","Groceries","Debit Card","Supermarket A","11501.32"
"2024-03-01","Coffee Shop","Debit","-5.25","Food & Drink","Debit Card","Coffee House B","11496.07"
"2024-03-01","Gas Station","Debit","-38.20","Transportation","Debit Card","Gas Station D","11457.87"
"2024-03-01","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","11432.87"
"2024-03-01","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","11332.87"
"2024-03-02","Dinner Out","Debit","-65.00","Food & Drink","Credit Card","Restaurant I","11267.87"
"2024-03-02","Shopping Trip","Debit","-80.00","Shopping","Debit Card","Clothing Store K","11187.87"
"2024-03-02","Online Course","Debit","-150.00","Education","Debit Card","Online Platform V","11037.87"
"2024-03-03","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","11537.87"
"2024-03-03","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","11492.57"
"2024-03-03","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","11477.07"
"2024-03-04","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","11417.07"
"2024-03-04","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","11382.07"
"2024-03-04","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","11342.07"
"2024-03-05","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","12542.07"
"2024-03-05","Grocery Shopping","Debit","-80.00","Groceries","Debit Card","Supermarket A","12462.07"
"2024-03-05","Dinner Out","Debit","-50.00","Food & Drink","Credit Card","Restaurant I","12412.07"
"2024-03-06","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","12392.07"
"2024-03-06","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","12342.07"
"2024-03-06","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","12337.57"
"2024-03-06","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","12247.57"
"2024-03-07","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","12647.57"
"2024-03-07","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","12607.57"
"2024-03-07","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","12557.57"
"2024-03-08","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","12532.57"
"2024-03-08","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","12432.57"
"2024-03-09","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","12412.57"
"2024-03-09","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","12372.57"
"2024-03-09","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","12352.57"
"2024-03-10","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","13552.57"
"2024-03-10","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","13477.07"
"2024-03-10","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","13432.07"
"2024-03-11","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","13342.07"
"2024-03-11","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","13326.08"
"2024-03-11","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","13296.08"
"2024-03-12","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","13196.08"
"2024-03-12","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","13191.08"
"2024-03-12","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","13155.33"
"2024-03-13","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","13130.33"
"2024-03-13","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","13630.33"
"2024-03-13","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","13590.33"
"2024-03-14","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","13575.33"
"2024-03-14","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","13515.33"
"2024-03-15","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","13490.33"
"2024-03-15","Valentine's Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","13390.33"
"2024-03-16","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","14590.33"
"2024-03-16","Grocery Store","Debit","-70.00","Groceries","Debit Card","Supermarket A","14520.33"
"2024-03-16","Coffee Shop","Debit","-4.75","Food & Drink","Debit Card","Coffee House B","14515.58"
"2024-03-16","Gas Station","Debit","-38.20","Transportation","Debit Card","Gas Station D","14477.38"
"2024-03-16","Lunch with Colleagues","Debit","-30.00","Food & Drink","Credit Card","Restaurant E","14447.38"
"2024-03-16","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","14347.38"
"2024-03-17","Dinner Out","Debit","-65.00","Food & Drink","Credit Card","Restaurant I","14282.38"
"2024-03-17","Shopping Trip","Debit","-80.00","Shopping","Debit Card","Clothing Store K","14202.38"
"2024-03-17","Online Course","Debit","-150.00","Education","Debit Card","Online Platform V","14052.38"
"2024-03-18","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","14452.38"
"2024-03-18","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","14407.08"
"2024-03-18","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","14391.58"
"2024-03-19","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","14331.58"
"2024-03-19","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","14296.58"
"2024-03-19","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","14256.58"
"2024-03-20","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","15456.58"
"2024-03-20","Grocery Shopping","Debit","-80.00","Groceries","Debit Card","Supermarket A","15376.58"
"2024-03-20","Dinner Out","Debit","-50.00","Food & Drink","Credit Card","Restaurant I","15326.58"
"2024-03-21","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","15206.58"
"2024-03-21","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","15156.58"
"2024-03-21","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","15152.08"
"2024-03-21","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","15062.08"
"2024-03-22","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","15562.08"
"2024-03-22","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","15522.08"
"2024-03-22","Home Supplies","Debit","-50.00","Home & Garden","Debit Card","Store S","15472.08"
"2024-03-23","Lunch Meeting","Debit","-25.00","Food & Drink","Debit Card","Café U","15447.08"
"2024-03-23","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","15347.08"
"2024-03-23","Parking Fee","Debit","-20.00","Transportation","Debit Card","Parking Garage P","15327.08"
"2024-03-24","Gas Station","Debit","-40.00","Transportation","Debit Card","Gas Station D","15287.08"
"2024-03-24","Lunch with Friends","Debit","-20.00","Food & Drink","Credit Card","Restaurant E","15267.08"
"2024-03-25","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","16467.08"
"2024-03-25","Grocery Shopping","Debit","-75.50","Groceries","Debit Card","Supermarket A","16412.58"
"2024-03-25","Dinner Out","Debit","-45.00","Food & Drink","Credit Card","Restaurant I","16367.58"
"2024-03-26","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","16277.58"
"2024-03-26","Online Subscription","Debit","-15.99","Entertainment","Debit Card","Streaming Service Y","16261.59"
"2024-03-26","Pet Supplies","Debit","-30.00","Pets","Debit Card","Pet Store T","16231.59"
"2024-03-27","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","16131.59"
"2024-03-27","Coffee Shop","Debit","-5.00","Food & Drink","Debit Card","Coffee House B","16126.59"
"2024-03-27","Gas Refill","Debit","-35.75","Transportation","Debit Card","Gas Station D","16090.84"
"2024-03-28","Lunch with Colleagues","Debit","-25.00","Food & Drink","Credit Card","Restaurant E","16065.84"
"2024-03-28","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","16465.84"
"2024-03-28","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","16425.84"
"2024-03-29","Final Expenses","Debit","-15.00","Miscellaneous","Debit Card","Various","16410.84"
"2024-03-29","Grocery Store","Debit","-60.00","Groceries","Debit Card","Supermarket A","16350.84"
"2024-03-30","Book Purchase","Debit","-25.00","Education","Debit Card","Bookstore H","16325.84"
"2024-03-31","Valentine's Gift","Debit","-100.00","Shopping","Credit Card","Gift Shop Q","16225.84"
"2024-04-01","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","17425.84"
"2024-04-01","Grocery Store","Debit","-80.00","Groceries","Debit Card","Supermarket A","17345.84"
"2024-04-01","Coffee Shop","Debit","-5.25","Food & Drink","Debit Card","Coffee House B","17340.59"
"2024-04-01","Gas Station","Debit","-38.20","Transportation","Debit Card","Gas Station D","17302.39"
"2024-04-01","Lunch with Colleagues","Debit","-30.00","Food & Drink","Credit Card","Restaurant E","17272.39"
"2024-04-01","Utilities Bill","Debit","-100.00","Bills","Auto Payment","Utility Company F","17172.39"
"2024-04-02","Dinner Out","Debit","-65.00","Food & Drink","Credit Card","Restaurant I","17107.39"
"2024-04-02","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","17017.39"
"2024-04-02","Online Course","Debit","-150.00","Education","Debit Card","Online Platform V","16867.39"
"2024-04-03","Freelance Project","Credit","500.00","Freelance","PayPal","Client L","17367.39"
"2024-04-03","Gas Refill","Debit","-45.30","Transportation","Debit Card","Gas Station D","17322.09"
"2024-04-03","Lunch","Debit","-15.50","Food & Drink","Debit Card","Café M","17306.59"
"2024-04-04","Internet Bill","Debit","-60.00","Bills","Auto Payment","ISP N","17246.59"
"2024-04-04","Gift for Friend","Debit","-35.00","Shopping","Credit Card","Gift Shop Q","17211.59"
"2024-04-04","Dinner Delivery","Debit","-40.00","Food & Drink","Debit Card","Delivery Service R","17171.59"
"2024-04-05","Salary Payment","Credit","1200.00","Salary","Direct Deposit","Company XYZ","18371.59"
"2024-04-05","Grocery Shopping","Debit","-80.00","Groceries","Debit Card","Supermarket A","18291.59"
"2024-04-05","Dinner Out","Debit","-50.00","Food & Drink","Credit Card","Restaurant I","18241.59"
"2024-04-06","Concert Tickets","Debit","-120.00","Entertainment","Debit Card","Venue X","18121.59"
"2024-04-06","Pet Grooming","Debit","-50.00","Pets","Debit Card","Groomer Z","18071.59"
"2024-04-06","Coffee Shop","Debit","-4.50","Food & Drink","Debit Card","Coffee House B","18067.09"
"2024-04-06","Shopping Trip","Debit","-90.00","Shopping","Debit Card","Clothing Store K","17977.09"
"2024-04-07","Freelance Project","Credit","400.00","Freelance","PayPal","Client L","18377.09"
